product_id,category,discounted_price,actual_price,discount_percentage,rating,rating_count,Sales_volume,revenue,discount_effectiveness,inventory_performance,NormalizedSalesVolume,NormalizedRevenue,NormalizedInventoryPerformance
B07JGCGNDG,"Home&Kitchen|Heating,Cooling&AirQuality|WaterHeaters&Geysers|StorageWaterHeaters",6800,11500,0.41,4.1,10308,42262.8,2.87E+08,0.4086956522,215540.28,0.02249599347,0.03,0.02
B07JGDB5M1,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,449,1299,0.65,4.2,24269,101929.8,4.58E+07,0.6543494996,530034.94,0.05425603876,0.00,0.05
B07JH1C41D,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,649,1999,0.68,4.2,24269,101929.8,6.62E+07,0.6753376688,530034.94,0.05425603876,0.01,0.05
B07JH1CBGW,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,649,1999,0.68,4.2,24269,101929.8,6.62E+07,0.6753376688,530034.94,0.05425603876,0.01,0.05
B07JJFSG2B,Computers&Accessories|ExternalDevices&DataStorage|PenDrives,889,2500,0.64,4.3,55747,239712.11,2.13E+08,0.6444,1270474.2,0.1275959487,0.02,0.13
B07JNVF678,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,349,999,0.65,4.2,13120,55103.996,1.92E+07,0.6506506507,286540.78,0.0293312117,0.00,0.03
B07JPJJZ2H,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,399,1299,0.69,4.2,13120,55103.996,2.20E+07,0.6928406467,286540.78,0.0293312117,0.00,0.03
B07JPX9CR7,"Computers&Accessories|Accessories&Peripherals|Keyboards,Mice&InputDevices|Mice",569,1299,0.56,4.4,9275,40810,2.32E+07,0.5619707467,220374,0.02172268504,0.00,0.02
B07JQKQ91F,"Electronics|Headphones,Earbuds&Accessories|Headphones|In-Ear",499,999,0.5,3.9,92995,362680.5,1.81E+08,0.5005005005,1777134.5,0.1930505825,0.02,0.18
B07JW1Y6XV,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,399,1099,0.64,4.2,24269,101929.8,4.07E+07,0.6369426752,530034.94,0.05425603876,0.00,0.05
B07JW9H4J1,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,399,1099,0.64,4.2,24269,101929.8,4.07E+07,0.6369426752,530034.94,0.05425603876,0.00,0.05
B07JW9H4J1,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,399,1099,0.64,4.2,24270,101933.99,4.07E+07,0.6369426752,530056.75,0.05425826905,0.00,0.05
B07JW9H4J1,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,399,1099,0.64,4.2,24269,101929.8,4.07E+07,0.6369426752,530034.94,0.05425603876,0.00,0.05
B07JZSG42Y,Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|SandwichMakers,1928,2590,0.26,4,2377,9508,1.83E+07,0.2555984556,47540,0.005060997044,0.00,0.00
B07K19NYZ8,"Home&Kitchen|Heating,Cooling&AirQuality|RoomHeaters|FanHeaters",2320,3290,0.29,3.8,195,741,1719120,0.2948328267,3556.8,3.94E-04,0.00,0.00
B07K2HVKLL,"Home&Kitchen|Heating,Cooling&AirQuality|WaterHeaters&Geysers|ImmersionRods",640,1020,0.37,4.1,5059,20741.9,1.33E+07,0.3725490196,105783.69,0.01104067044,0.00,0.01
B07KCMR8D6,"OfficeProducts|OfficePaperProducts|Paper|Stationery|Pens,Pencils&WritingSupplies|Pens&Refills|GelInkRollerballPens",50,50,0,4.3,5792,24905.602,1245280.1,0,131999.69,0.01325696025,0.00,0.01
B07KKJPTWB,Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|MiniFoodProcessors&Choppers,1599,1999,0.2,4.4,1558,6855.2,1.10E+07,0.20010005,37018.082,0.003648942673,0.00,0.00
B07KNM95JK,"Computers&Accessories|Printers,Inks&Accessories|Inks,Toners&Cartridges|TonerCartridges",598,1150,0.48,4.1,2535,10393.5,6215313,0.48,53006.848,0.005532338323,0.00,0.01
B07KR5P3YD,"Computers&Accessories|Accessories&Peripherals|Keyboards,Mice&InputDevices|Keyboard&MouseSets",448,699,0.36,3.9,17348,67657.2,3.03E+07,0.3590844063,331520.3,0.03601313517,0.00,0.03
B07KRCW6LZ,Computers&Accessories|NetworkingDevices|NetworkAdapters|WirelessUSBAdapters,999,1599,0.38,4.3,12093,51999.902,5.19E+07,0.3752345216,275599.5,0.02767893882,0.00,0.03
B07KRCW6LZ,Computers&Accessories|NetworkingDevices|NetworkAdapters|WirelessUSBAdapters,999,1599,0.38,4.3,12093,51999.902,5.19E+07,0.3752345216,275599.5,0.02767893882,0.00,0.03
B07KSB1MLX,"Electronics|HomeTheater,TV&Video|Accessories|Cables|OpticalCables",1089,1600,0.32,4,3565,14260,1.55E+07,0.319375,71300,0.00759043099,0.00,0.01
B07KSMBL2H,"Electronics|HomeTheater,TV&Video|Accessories|Cables|HDMICables",219,700,0.69,4.4,426973,1878681.2,4.11E+08,0.6871428571,1.01E+07,1,0.04,1.00
B07KSMBL2H,"Electronics|HomeTheater,TV&Video|Accessories|Cables|HDMICables",219,700,0.69,4.4,426972,1878676.9,4.11E+08,0.6871428571,1.01E+07,0.9999977112,0.04,1.00
B07KY3FNQP,"Electronics|Headphones,Earbuds&Accessories|Headphones|In-Ear",449,1290,0.65,4.1,91770,376257,1.69E+08,0.6519379845,1918910.6,0.2002771944,0.02,0.19
B07L1N3TJX,Computers&Accessories|Accessories&Peripherals|LaptopAccessories|LaptopChargers&PowerSupplies,1699,3499,0.51,3.6,7689,27680.398,4.70E+07,0.5144326951,127329.83,0.01473395167,0.00,0.01
B07L3NDN24,Electronics|HomeAudio|Speakers|MultimediaSpeakerSystems,499,799,0.38,3.9,6742,26293.8,1.31E+07,0.3754693367,128839.625,0.01399588179,0.00,0.01
B07L5L4GTB,"Computers&Accessories|Printers,Inks&Accessories|Inks,Toners&Cartridges|InkjetInkCartridges",309,404,0.24,4.4,8614,37901.6,1.17E+07,0.2351485149,204668.66,0.02017457778,0.00,0.02
B07L8KNP5F,"Electronics|Headphones,Earbuds&Accessories|Headphones|On-Ear",599,1399,0.57,3.8,60026,228098.8,1.37E+08,0.5718370264,1094874.2,0.1214143198,0.01,0.11
B07L9FW9GF,"Computers&Accessories|Accessories&Peripherals|Keyboards,Mice&InputDevices|Mice",149,249,0.4,4,5057,20228,3013972,0.4016064257,101140,0.01076712749,0.00,0.01
B07LDN9Q2P,"Home&Kitchen|Kitchen&HomeAppliances|Vacuum,Cleaning&Ironing|Irons,Steamers&Accessories|Irons|DryIrons",889,1295,0.31,4.3,6400,27520.002,2.45E+07,0.3135135135,145856,0.01464857476,0.00,0.01
B07LDPLSZC,"Home&Kitchen|Kitchen&HomeAppliances|Vacuum,Cleaning&Ironing|Irons,Steamers&Accessories|Irons|DryIrons",849,1190,0.29,4.2,4184,17572.799,1.49E+07,0.2865546218,91378.555,0.009353795098,0.00,0.01
B07LFQLKFZ,"OfficeProducts|OfficePaperProducts|Paper|Stationery|Pens,Pencils&WritingSupplies|Pens&Refills|LiquidInkRollerballPens",420,420,0,4.2,1926,8089.1997,3397464,0,42063.836,0.004305786261,0.00,0.00
B07LFWP97N,Computers&Accessories|Accessories&Peripherals|LaptopAccessories|Bags&Sleeves|LaptopSleeves&Slipcases,269,1099,0.76,4.1,1092,4477.1997,1204366.8,0.7552320291,22833.719,0.002383160964,0.00,0.00
B07LG59NPV,"Electronics|Headphones,Earbuds&Accessories|Headphones|In-Ear",899,4499,0.8,3.8,103052,391597.6,3.52E+08,0.8001778173,1879668.4,0.2084428162,0.03,0.19
B07LG96SDB,"Home&Kitchen|Heating,Cooling&AirQuality|WaterHeaters&Geysers|ImmersionRods",335,510,0.34,3.8,3195,12141,4067235,0.3431372549,58276.8,0.006462512107,0.00,0.01
B07LGT55SJ,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,399,1099,0.64,4.2,24269,101929.8,4.07E+07,0.6369426752,530034.94,0.05425603876,0.00,0.05
B07M69276N,Computers&Accessories|NetworkingDevices|NetworkAdapters|WirelessUSBAdapters,1399,2499,0.44,4.4,23169,101943.6,1.43E+08,0.4401760704,550495.44,0.05426338434,0.01,0.05
B07MDRGHWQ,"Electronics|HomeTheater,TV&Video|Televisions|StandardTelevisions",5699,11000,0.48,4.2,4003,16812.6,9.58E+07,0.4819090909,87425.516,0.008949150074,0.01,0.01
B07MKFNHKG,"Electronics|HomeTheater,TV&Video|Televisions|StandardTelevisions",6999,12999,0.46,4.2,4003,16812.6,1.18E+08,0.4615739672,87425.516,0.008949150074,0.01,0.01
B07MKMFKPG,Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|MixerGrinders,6999,10590,0.34,4.4,11499,50595.6,3.54E+08,0.3390934844,273216.25,0.02693144531,0.03,0.03
B07MP21WJD,"Home&Kitchen|Kitchen&HomeAppliances|Vacuum,Cleaning&Ironing|Irons,Steamers&Accessories|LintShavers",245,299,0.18,4.1,1660,6806,1667470,0.1806020067,34710.598,0.003622754089,0.00,0.00
B07MSLTW8Z,Computers&Accessories|Accessories&Peripherals|LaptopAccessories|Lapdesks,549,1999,0.73,3.6,6422,23119.2,1.27E+07,0.7253626813,106348.31,0.01230607939,0.00,0.01
B07N2MGB3G,Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|OvenToasterGrills,1699,1999,0.15,4.1,8873,36379.3,6.18E+07,0.1500750375,185534.42,0.01936427532,0.01,0.02
B07N42JB4S,Electronics|Cameras&Photography|Accessories|Tripods&Monopods|Tabletop&TravelTripods,799,3990,0.8,4.3,27139,116697.7,9.32E+07,0.7997493734,618497.9,0.06211681897,0.01,0.06
B07N8RQ6W7,Electronics|Mobiles&Accessories|MobileAccessories|Stands,134,699,0.81,4.1,16685,68408.5,9166739,0.808297568,348883.34,0.03641304336,0.00,0.03
B07NC12T2R,Electronics|HomeAudio|Speakers|BluetoothSpeakers,1799,4990,0.64,4.2,41226,173149.19,3.11E+08,0.6394789579,900375.75,0.09216528595,0.03,0.09
B07NCKMXVZ,"Home&Kitchen|Kitchen&HomeAppliances|Vacuum,Cleaning&Ironing|Irons,Steamers&Accessories|LintShavers",455,999,0.54,4.1,3578,14669.8,6674759,0.5445445445,74815.984,0.00780856273,0.00,0.01
B07NKNBTT3,"Home&Kitchen|Kitchen&HomeAppliances|Vacuum,Cleaning&Ironing|Irons,Steamers&Accessories|LintShavers",799,1230,0.35,4.1,2138,8765.8,7003874,0.3504065041,44705.58,0.004665932677,0.00,0.00
B07NPBG1B4,"Home&Kitchen|Heating,Cooling&AirQuality|Fans|PedestalFans",1982.84,3300,0.4,4.1,5873,24079.299,4.77E+07,0.3991394043,122804.42,0.01281712885,0.00,0.01
B07NRTCDS5,Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|JuicerMixerGrinders,1199,1499,0.2,3.8,2206,8382.8,1.01E+07,0.2001334223,40237.438,0.004462066262,0.00,0.00
B07NTKGW45,Computers&Accessories|Accessories&Peripherals|HardDiskBags,397,899,0.56,4,3025,12100,4803700,0.5583982202,60500,0.006440688287,0.00,0.01
B07P1BR7L8,Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|OvenToasterGrills,8599,8995,0.04,4.4,9734,42829.6,3.68E+08,0.04402445803,231279.86,0.02279769447,0.03,0.02
B07P434WJY,"Computers&Accessories|Printers,Inks&Accessories|Inks,Toners&Cartridges|InkjetInkRefills&Kits",549,1999,0.73,4.3,1367,5878.1,3227077,0.7253626813,31153.932,0.003128843787,0.00,0.00
B07P681N66,Computers&Accessories|NetworkingDevices|NetworkAdapters|WirelessUSBAdapters,1199,2199,0.45,4.4,24780,109032,1.31E+08,0.4547521601,588772.8,0.05803645664,0.01,0.06
B07P681N66,Computers&Accessories|NetworkingDevices|NetworkAdapters|WirelessUSBAdapters,1199,2199,0.45,4.4,24780,109032,1.31E+08,0.4547521601,588772.8,0.05803645664,0.01,0.06
B07PFJ5VQD,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,159,595,0.73,4.3,14184,60991.203,9697601,0.7327731092,323253.38,0.03246490304,0.00,0.03
B07PFJ5W31,Electronics|Mobiles&Accessories|MobileAccessories|Cables&Adapters|OTGAdapters,139,495,0.72,4.3,14185,60995.504,8478375,0.7191919192,323276.16,0.03246719241,0.00,0.03
B07PLHTTB4,"Computers&Accessories|Accessories&Peripherals|Keyboards,Mice&InputDevices|GraphicTablets",100,499,0.8,3.5,9638,33733,3373300,0.7995991984,151798.5,0.01795568083,0.00,0.01
B07PR1CL3S,"Electronics|Headphones,Earbuds&Accessories|Headphones|On-Ear",1220,3990,0.69,4.1,107151,439319.1,5.36E+08,0.694235589,2240527.5,0.2338444117,0.05,0.22
B07Q4NJQC5,Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|DigitalKitchenScales,295,599,0.51,4,1644,6576,1939920,0.5075125209,32880,0.003500327783,0.00,0.00
B07Q4QV1DL,Electronics|Mobiles&Accessories|MobileAccessories|Stands,269,1499,0.82,4.5,28978,130401,3.51E+07,0.8205470314,717205.5,0.06941092507,0.00,0.07
B07Q7561HD,Electronics|GeneralPurposeBatteries&BatteryChargers|DisposableBatteries,149,180,0.17,4.4,644,2833.6,422206.4,0.1722222222,15301.44,0.001508292093,0.00,0.00
B07QCWY5XV,Electronics|Mobiles&Accessories|MobileAccessories|Photo&VideoAccessories|SelfieSticks,599,1399,0.57,4.1,14560,59696,3.58E+07,0.5718370264,304449.6,0.03177548165,0.00,0.03
B07QDSN9V6,Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|Kettles&HotWaterDispensers|ElectricKettles,699,1595,0.56,4.1,8090,33169,2.32E+07,0.5617554859,169161.89,0.01765547023,0.00,0.02
B07QHHCB27,Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|HandBlenders,1499,2100,0.29,4.1,6355,26055.5,3.91E+07,0.2861904762,132883.05,0.01386903749,0.00,0.01
B07QMRHWJD,Computers&Accessories|Accessories&Peripherals|USBGadgets|Lamps,298,999,0.7,4.3,1552,6673.6,1988732.9,0.7017017017,35370.08,0.00355227912,0.00,0.00
B07QZ3CZ48,"Electronics|Headphones,Earbuds&Accessories|Headphones|In-Ear",399,1290,0.69,4.2,206,865.19995,345214.78,0.6906976744,4499.0396,4.61E-04,0.00,0.00
B07R679HTT,Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|Juicers|ColdPressJuicers,12609,23999,0.47,4.4,2288,10067.2,1.27E+08,0.4746031085,54362.883,0.005358652655,0.01,0.01
B07R99NBVB,HomeImprovement|Electrical|CordManagement,249,599,0.58,4.5,5985,26932.5,6706192.5,0.5843071786,148128.75,0.01433585432,0.00,0.01
B07RCGTZ4M,"Home&Kitchen|Kitchen&HomeAppliances|Vacuum,Cleaning&Ironing|Vacuums&FloorCare|Vacuums|Wet-DryVacuums",6236,9999,0.38,4.1,3552,14563.199,9.08E+07,0.3763376338,74272.31,0.007751820266,0.01,0.01
B07RD611Z8,Electronics|Mobiles&Accessories|MobileAccessories|Chargers|PowerBanks,1799,2499,0.28,4.1,18678,76579.8,1.38E+08,0.2801120448,390556.97,0.04076253065,0.01,0.04
B07RD611Z8,Electronics|Mobiles&Accessories|MobileAccessories|Chargers|PowerBanks,1799,2499,0.28,4.1,18678,76579.8,1.38E+08,0.2801120448,390556.97,0.04076253065,0.01,0.04
B07RX14W1Q,"Electronics|HomeTheater,TV&Video|Accessories|Cables|HDMICables",499,900,0.45,4.4,2165,9526,4753474,0.4455555556,51440.402,0.005070578233,0.00,0.01
B07RX42D3D,Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|SandwichMakers,260,350,0.26,3.9,13127,51195.3,1.33E+07,0.2571428571,250856.98,0.0272506586,0.00,0.02
B07RY2X9MP,"Electronics|HomeTheater,TV&Video|Accessories|Cables|HDMICables",609,1500,0.59,4.5,1029,4630.5,2819974.5,0.594,25467.75,0.002464760918,0.00,0.00
B07RZZ1QSW,Electronics|Cameras&Photography|Accessories|Tripods&Monopods|Tabletop&TravelTripods,326,799,0.59,4.4,10773,47401.2,1.55E+07,0.5919899875,255966.48,0.02523110361,0.00,0.03
B07S7DCJKS,"Computers&Accessories|Accessories&Peripherals|Keyboards,Mice&InputDevices|Keyboard&MiceAccessories|MousePads",199,499,0.6,4.3,9998,42991.402,8555289,0.6012024048,227854.44,0.02288381978,0.00,0.02
B07S851WX5,Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|SandwichMakers,1299,1299,0,4.2,40106,168445.19,2.19E+08,0,875914.94,0.08966140184,0.02,0.09
B07S9M8YTY,"Home&Kitchen|Kitchen&HomeAppliances|Vacuum,Cleaning&Ironing|Irons,Steamers&Accessories|Irons|DryIrons",717,1390,0.48,4,4867,19468,1.40E+07,0.4841726619,97340,0.01036258839,0.00,0.01
B07S9S86BF,"Electronics|Headphones,Earbuds&Accessories|Headphones|In-Ear",599,1490,0.6,4.1,161679,662883.9,3.97E+08,0.5979865772,3380707.8,0.3528453364,0.04,0.33
B07SBGFDX9,"OfficeProducts|OfficePaperProducts|Paper|Stationery|Pens,Pencils&WritingSupplies|Pens&Refills|StickBallpointPens",120,120,0,4.1,4308,17662.799,2119535.8,0,90080.27,0.009401701044,0.00,0.01
B07SLMR1K6,Computers&Accessories|ExternalDevices&DataStorage|PenDrives,519,1350,0.62,4.3,30058,129249.41,6.71E+07,0.6155555556,685021.9,0.0687979472,0.01,0.07
B07SLNG3LW,"Home&Kitchen|Kitchen&HomeAppliances|Vacuum,Cleaning&Ironing|Vacuums&FloorCare|Vacuums|Wet-DryVacuums",3859,10295,0.63,3.9,8095,31570.5,1.22E+08,0.6251578436,154695.45,0.0168046074,0.01,0.02
B07SPVMSC6,"Home&Kitchen|Heating,Cooling&AirQuality|Fans|CeilingFans",1399,2660,0.47,4.1,9349,38330.9,5.36E+07,0.4740601504,195487.58,0.02040308915,0.00,0.02
B07SRM58TP,"Home&Kitchen|Kitchen&HomeAppliances|Vacuum,Cleaning&Ironing|Vacuums&FloorCare|Vacuums|HandheldVacuums",1665,2099,0.21,4,14368,57472,9.57E+07,0.2067651263,287360,0.0305916725,0.01,0.03
B07SY4C3TD,"Computers&Accessories|Printers,Inks&Accessories|Inks,Toners&Cartridges|InkjetInkCartridges",596,723,0.18,4.4,3219,14163.601,8441506,0.1756569848,76483.445,0.007539118931,0.00,0.01
B07SYYVP69,Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|Kettles&HotWaterDispensers|ElectricKettles,809,1950,0.59,3.9,710,2769,2240121,0.5851282051,13568.101,0.00147390627,0.00,0.00
B07T4D9FNY,Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|Kettles&HotWaterDispensers|ElectricKettles,664,1490,0.55,4,2198,8792,5837888,0.5543624161,43960,0.00467987863,0.00,0.00
B07T5DKR5D,"Electronics|Headphones,Earbuds&Accessories|Headphones|In-Ear",149,399,0.63,3.5,21764,76174,1.13E+07,0.626566416,342783,0.04054652806,0.00,0.03
B07T9FV9YP,Computers&Accessories|Accessories&Peripherals|PCGamingPeripherals|Headsets,749,1799,0.58,4,13199,52796,3.95E+07,0.5836575875,263980,0.02810269246,0.00,0.03
B07TC9F7PN,"Home&Kitchen|Heating,Cooling&AirQuality|WaterHeaters&Geysers|StorageWaterHeaters",8699,16899,0.49,4.2,3195,13418.999,1.17E+08,0.4852358128,69778.8,0.007142776007,0.01,0.01
B07TCN5VR9,"Electronics|Headphones,Earbuds&Accessories|Headphones|In-Ear",329,999,0.67,3.9,77027,300405.3,9.88E+07,0.6706706707,1471986,0.1599022229,0.01,0.15
B07TMCXRFV,Computers&Accessories|Accessories&Peripherals|TabletAccessories|ScreenProtectors,1234,1599,0.23,4.5,16680,75060,9.26E+07,0.2282676673,412830,0.03995355891,0.01,0.04
B07TR5HSR9,Computers&Accessories|Accessories&Peripherals|LaptopAccessories|Lapdesks,656,1499,0.56,4.3,25903,111382.91,7.31E+07,0.5623749166,590329.44,0.0592878185,0.01,0.06
B07TTSS5MP,Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|MixerGrinders,1799,3299,0.45,3.8,1846,7014.8,1.26E+07,0.4546832373,33671.04,0.003733895884,0.00,0.00
B07TXCY3YK,Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|MixerGrinders,2237.81,3899,0.43,3.9,11004,42915.6,9.60E+07,0.4260553838,210286.45,0.02284347126,0.01,0.02
B07V5YF4ND,"Electronics|HomeTheater,TV&Video|Accessories|RemoteControls",299,1199,0.75,3.5,466,1631,487669,0.7506255213,7339.5,8.68E-04,0.00,0.00
B07V82W5CN,"Computers&Accessories|Accessories&Peripherals|Keyboards,Mice&InputDevices|Keyboard&MouseSets",1349,2198,0.39,4,7113,28452,3.84E+07,0.3862602366,142260,0.01514466638,0.00,0.01
B07VJ9ZTXS,"Electronics|HomeTheater,TV&Video|Accessories|Cables|HDMICables",299,599,0.5,4,171,684,204516,0.5008347245,3420,3.64E-04,0.00,0.00
B07VNFP3C2,Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|Kettles&HotWaterDispensers|ElectricKettles,749,1245,0.4,3.9,31783,123953.7,9.28E+07,0.3983935743,607373.2,0.06597910279,0.01,0.06
B07VQGVL68,Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|DigitalKitchenScales,293,499,0.41,3.9,44994,175476.61,5.14E+07,0.4128256513,859835.4,0.09340414435,0.00,0.08
B07VSG5SXZ,"Electronics|HomeTheater,TV&Video|Accessories|Cables|HDMICables",637,1499,0.58,4.1,24,98.399994,62680.797,0.5750500334,501.83997,5.24E-05,0.00,0.00
B07VTFN6HM,Computers&Accessories|ExternalDevices&DataStorage|ExternalHardDisks,5599,7350,0.24,4.4,73005,321222,1.80E+09,0.2382312925,1734598.9,0.1709827085,0.16,0.17
B07VV37FT4,"OfficeProducts|OfficePaperProducts|Paper|Stationery|Pens,Pencils&WritingSupplies|Pens&Refills|GelInkRollerballPens",250,250,0,4.2,2628,11037.6,2759400,0,57395.516,0.00587518521,0.00,0.01
B07VVXJ2P5,"Electronics|HomeTheater,TV&Video|Accessories|TVMounts,Stands&Turntables|TVWall&CeilingMounts",96,399,0.76,3.6,1796,6465.5996,620697.56,0.7593984962,29741.758,0.003441562943,0.00,0.00
B07VX71FZP,"Home&Kitchen|Heating,Cooling&AirQuality|RoomHeaters|FanHeaters",1199,2000,0.4,4,18543,74172,8.89E+07,0.4005,370860,0.03948088691,0.01,0.04
B07VZH6ZBB,"Home&Kitchen|Heating,Cooling&AirQuality|WaterHeaters&Geysers|StorageWaterHeaters",7799,12500,0.38,4,5160,20640,1.61E+08,0.37608,103200,0.01098643027,0.01,0.01
B07VZYMQNZ,Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|Kettles&HotWaterDispensers|ElectricKettles,1180,1440,0.18,4.2,1527,6413.4,7567812,0.1805555556,33349.68,0.003413777707,0.00,0.00
B07W14CHV8,Computers&Accessories|Accessories&Peripherals|HardDriveAccessories|Caddies,199,799,0.75,4.1,7333,30065.299,5982994.5,0.7509386733,153333.02,0.01600340654,0.00,0.02
B07W4HTS8Q,"Home&Kitchen|Heating,Cooling&AirQuality|WaterHeaters&Geysers|InstantWaterHeaters",1899,3790,0.5,3.8,3842,14599.6,2.77E+07,0.498944591,70078.08,0.007771196092,0.00,0.01
B07W6VWZ8C,Electronics|HomeAudio|Speakers|OutdoorSpeakers,899,1999,0.55,4.1,30469,124922.9,1.12E+08,0.5502751376,637106.8,0.0664949966,0.01,0.06
B07W7Z6DVL,Electronics|HomeAudio|Speakers|OutdoorSpeakers,1499,2999,0.5,4.1,25262,103574.195,1.55E+08,0.5001667222,528228.4,0.05513133096,0.01,0.05
B07W9KYT62,Computers&Accessories|NetworkingDevices|Routers,2499,3999,0.38,4.4,12679,55787.6,1.39E+08,0.3750937734,301253.06,0.02969508611,0.01,0.03
B07WDK3ZS2,Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|Smartphones,20999,29990,0.3,4.3,9499,40845.703,8.58E+08,0.2997999333,216482.23,0.02174168933,0.08,0.02
B07WDK3ZS6,Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|Smartphones,15499,18999,0.18,4.1,19252,78933.195,1.22E+09,0.1842202221,402559.28,0.04201521525,0.11,0.04
B07WDKLDRX,Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|Smartphones,28999,34999,0.17,4.4,20311,89368.4,2.59E+09,0.1714334695,482589.38,0.04756975265,0.24,0.05
B07WDKLRM4,Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|Smartphones,13999,19999,0.3,4.1,19252,78933.195,1.10E+09,0.3000150008,402559.28,0.04201521525,0.10,0.04
B07WFPMGQQ,Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|Smartphones,19999,27990,0.29,4.3,9499,40845.703,8.17E+08,0.2854948196,216482.23,0.02174168933,0.07,0.02
B07WG8PDCW,Electronics|Mobiles&Accessories|MobileAccessories|Chargers|AutomobileChargers,349,1299,0.73,4,14282,57128,1.99E+07,0.7313317937,285640,0.03040856533,0.00,0.03
B07WG8PDCW,Electronics|Mobiles&Accessories|MobileAccessories|Chargers|AutomobileChargers,349,1299,0.73,4,14283,57132,1.99E+07,0.7313317937,285660,0.03041069448,0.00,0.03
B07WGMMQGP,Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|Smartphones,16499,20999,0.21,4,21350,85400,1.41E+09,0.2142959189,427000,0.04545741981,0.13,0.04
B07WGPBXY9,Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|Kettles&HotWaterDispensers|ElectricKettles,899,1249,0.28,3.9,17424,67953.6,6.11E+07,0.2802241793,332972.66,0.03617090542,0.01,0.03
B07WGPKMP5,Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|Smartphones,15499,20999,0.26,4.1,19253,78937.3,1.22E+09,0.2619172342,402580.22,0.04201740029,0.11,0.04
B07WGPKTS4,Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|Smartphones,13999,19999,0.3,4.1,19252,78933.195,1.10E+09,0.3000150008,402559.28,0.04201521525,0.10,0.04
B07WHQBZLS,Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|Smartphones,17999,21990,0.18,4,21350,85400,1.54E+09,0.1814915871,427000,0.04545741981,0.14,0.04
B07WHQWXL7,Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|Smartphones,15499,20999,0.26,4.1,19252,78933.195,1.22E+09,0.2619172342,402559.28,0.04201521525,0.11,0.04
B07WHS7MZ1,Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|Smartphones,29990,39990,0.25,4.3,8399,36115.703,1.08E+09,0.2500625156,191413.23,0.01922396573,0.10,0.02
B07WHSJXLF,Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|Smartphones,20999,29990,0.3,4.3,9499,40845.703,8.58E+08,0.2997999333,216482.23,0.02174168933,0.08,0.02
B07WJV6P1R,Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|Smartphones,15499,18999,0.18,4.1,19252,78933.195,1.22E+09,0.1842202221,402559.28,0.04201521525,0.11,0.04
B07WJWRNVK,Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|Smartphones,16499,20990,0.21,4,21350,85400,1.41E+09,0.2139590281,427000,0.04545741981,0.13,0.04
